Taxi ID, Max openSet Size, A* Steps, Distance
100, 196, 3799, 4.395709390361659
110, 582, 17994, 9.085798176854137
120, 225, 4189, 4.284821461451457
130, 208, 4395, 6.649300616986515
140, 161, 2021, 5.021087091935474
150, 266, 5856, 5.6509322991248725
160, 293, 8108, 6.707463218403942
170, 147, 1941, 3.628413609211144
180, 172, 4364, 5.248931401179468
190, 549, 12924, 9.920234446428807
200, 137, 2499, 4.693431748200576
