Taxi ID, Max openSet Size, A* Steps, Distance
1, 64, 1706, 3.338674766845227
2, 64, 768, 3.747154616738239
3, 64, 3226, 6.182569401620566
4, 64, 2439, 5.015751639272772
5, 64, 5666, 4.874222443435866
6, 64, 3229, 5.039693474942212
7, 64, 4713, 5.122520013931955
8, 64, 733, 1.7590527336134107
9, 64, 776, 3.1174264843418844
10, 64, 1689, 4.564152438056179
